file_name,current_role,future_role,action,reason,risk,dependency_score,integration_target
14_experiments/ebpf_lab/file_activity_capture/README.md,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/ebpf_lab/file_activity_capture/entropy_engine.py,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/ebpf_lab/file_activity_capture/file_monitor.py,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/ebpf_lab/file_activity_capture/incident_graph.py,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/incident_graph_template.md,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/sentinel_mvp/go.mod,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/telemetry_replay/go.mod,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/telemetry_replay/main.go,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
14_experiments/telemetry_replay/sentinel_sim.sock,Experiments,Standardize experiments,MOVE,Standardize experiment layout under R###,Low,6,14_experiments
02_docs/README.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/00-overview.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/01-ai-cyber-overview.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/01-goals-and-scope.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/01-lfs-build.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/01-os-from-scratch.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/02-architecture.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/02-quickstart-arch.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/02-quickstart-kali.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/02-threat-model.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/03-architecture.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/03-build-system.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/04-boot-process.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/04-evaluation.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/05-kernel-design.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/06-userspace.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/07-filesystem.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/08-drivers.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/09-security.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/10-networking.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/11-packaging.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/12-testing.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/13-roadmap.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/14-cybersecurity-vision.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/15-ai-ml-architecture.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/16-malware-detection.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/17-threat-intelligence.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/18-ai-assistant.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/19-forensics.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/20-security-modules.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/21-red-team-tools.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/22-mathematical-physical-game-architecture.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/custom_cyber_ai_os_operational_guide.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/end_to_end_runtime_architecture.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/architecture/real_world_use_cases.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/decisions/ADR-001-base-system.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/guides/01-os-building-guide-overview.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/guides/02-from-scratch-os-development.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/guides/03-linux-based-os-customization.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/guides/04-os-technical-specifications-template.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-001A_hospital_ransomware_telemetry.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-001D_strategic_containment_game.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-001_telemetry_schema.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-002_event_bus.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-003_forensic_snapshot.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-004_ai_correlator.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-005_containment_engine.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-006_process_graph.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-007_event_normalizer.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-008_simulation_agent.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/rfc/RFC-009_mathematical_physical_architecture.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/schemas/telemetry_events.json,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/01-ai-ids-design.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/02-ml-malware-detector.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/03-llm-soc-assistant.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/SAD.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/ai-ml-security-layer.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/boot-init-sequence.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/bridge-lfs.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/package-payload-ecosystem.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/telemetry_agent_spec.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
02_docs/specifications/toolchain-guide.md,Docs,Docs,KEEP,Documentation,Low,5,02_docs
11_distribution/README.md,Distribution,Distribution,KEEP,Packaging,Low,4,11_distribution
00_program_management/README.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/dependency_graphs/Stage_00_dependency_matrix.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/dependency_graphs/Stage_dependency_graph.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/experiment_reports/ebpf_baseline.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/experiment_reports/research_backlog_R021_R034.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/milestones/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/milestones/Stage_00_milestone_tracker.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/DATASET_ALIGNMENT.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/EXECUTION_ORDER.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/FINAL_REPORT.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/MANIFEST.json,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/MASTER_STAGE_MAP.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/REPOSITORY_ALIGNMENT.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/SOURCE_ITEM_MATRIX.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/TOOL_ALIGNMENT.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/TOPIC_MATRIX.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/reports/pilot_1_readiness.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/risks/MVP_risk_register.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/risks/RISK_REGISTER.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/roadmap/MVP_sprint_plan.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/roadmap/TASK_BREAKDOWN.md,Misc,Misc,KEEP,Default keep,Low,3,
00_program_management/roadmap/main_roadmap.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/P0_telemetry/R001_ebpf_capture.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/P0_telemetry/R002_entropy_detector.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/P0_telemetry/R003_process_graph.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/P0_telemetry/R004_smb_emulator.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/R001.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/R002.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/R003.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/backlog/experiment_template.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/01-cyber-ai-os-research-map.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/02-research-modules.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/03-os-engineering-curriculum.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/STAGE_0_DEPENDENCY_GRAPH.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/STAGE_0_EXECUTIVE_SUMMARY.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/STAGE_0_REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/STAGE_0_TOPIC_RESOURCES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/architecture/phase_01_computer_architecture.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/checkpoints/Stage_00_checkpoints.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/checkpoints/phase_00_build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/checkpoints/phase_01_build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/checkpoints/phase_02_build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/development/phase_02_low_level_programming.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/docs/00-overview.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/docs/01-goals-and-scope.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/docs/03-build-system.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/docs/guides/01-os-building-guide-overview.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/docs/specs/toolchain-guide.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/research/00_foundations/STAGE_0_DEPENDENCY_GRAPH.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/research/00_foundations/STAGE_0_EXECUTIVE_SUMMARY.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/research/00_foundations/STAGE_0_REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/docs/source/research/00_foundations/STAGE_0_TOPIC_RESOURCES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/labs/phase_00_implementation_labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/labs/phase_01_architecture_labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/labs/phase_02_low_level_programming_labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/notes/phase_00_computer_science_foundations.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_00_foundations/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/checkpoints/phase_03_build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/docs/source/docs/04-boot-process.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/docs/source/docs/05-kernel-design.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/docs/source/docs/06-userspace.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/docs/source/docs/07-filesystem.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/docs/source/docs/research/03-os-engineering-curriculum.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/docs/source/docs/specs/boot-init-sequence.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/kernel/phase_03_operating_systems.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/labs/phase_03_operating_systems_labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_01_system_internals/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/checkpoints/phase_04_build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/docs/source/docs/01-lfs-build.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/docs/source/docs/02-quickstart-arch.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/docs/source/docs/guides/03-linux-based-os-customization.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/labs/phase_04_linux_internals_labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/linux_internals/phase_04_linux_internals.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_02_linux_and_distros/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/05-networking-packet-analysis-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/checkpoints/phase_05_build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/docs/source/docs/10-networking.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/docs/source/docs/research/05-networking-packet-analysis-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/labs/phase_05_networking_labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/phase_05_networking.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_03_networking/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/01-cybersecurity-with-aiml-overview.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/02-open-source-tools-and-stack.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/03-aiml-threat-detection-analysis.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/04-low-level-security-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/04-practical-implementation-guide.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/05-github-repos-and-resources.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/06-advanced-topics-best-practices.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security/phase_06_security_foundations.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/docs/source/docs/09-security.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/docs/source/docs/21-red-team-tools.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/docs/source/docs/ai-cyber/02-threat-model.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/docs/source/docs/research/04-low-level-security-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_04_security_fundamentals/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/07-malware-research-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/build_gate.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/docs/source/docs/16-malware-detection.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/docs/source/docs/research/07-malware-research-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/phase_07_reverse_engineering_malware.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_05_reverse_engineering/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/08-dfir-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/docs/source/docs/19-forensics.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/docs/source/docs/research/08-dfir-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_06_forensics/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/06-threat-detection-stack-labs.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/docs/source/docs/17-threat-intelligence.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_07_threat_intelligence/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/13-observability-stack.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/docs/source/docs/research/13-observability-stack.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_08_observability/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/11-kernel-telemetry-layer.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/README.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/checkpoints/CHECKPOINTS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/docs/source/docs/research/11-kernel-telemetry-layer.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/labs/LABS.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/milestones/MILESTONES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/repos/REPOSITORIES.md,Misc,Misc,KEEP,Default keep,Low,3,
01_research/stage_09_telemetry/topics/TOPICS.md,Misc,Misc,KEEP,Default keep,Low,3,
